id,날짜,분류1,분류2,텍스트
47790,20180612,"경제,증권_증시","경제,국제경제",제7회 전국동시지방선거 및 국회의원 재보궐 선거 투표가 13일 오전 6시부터 오후 6시까지 전국 1만4134곳의 투표소에서 일제히 실시된다.
47793,20180612,"경제,증권_증시","경제,국제경제",제주특별자치도 선거관리위원회에 따르면 A씨는 지난 9일 제주 서귀포시 지역 사전투표소에서 특정 후보에게 투표한 후 투표지를 촬영해 이틀 후인 11일 자신의 SNS 계정에 공개한 혐의를(공직선거법 위반)를 받고 있다.
48193,20180612,"국제,중남미","국제,미국_북미",이번 개정을 통해 관련 정보나 이상반응 등 임상시험 기록 전반에 대해 거짓으로 작성할 경우 처벌이 가능해졌다.
48196,20180612,"국제,중남미","국제,미국_북미",허위 기록에 대한 처벌 근거가 마련된 만큼 임상 기록 신뢰도가 향상될 것이라는 기대가 나오고 있다.
49268,20180611,"경제,증권_증시","경제,금융_재테크",양측은 두 정상 간 합의문에 어떤 내용을 담을지 최종 조율하기 위해 협의를 진행한 것으로 관측된다.
49271,20180611,"경제,증권_증시","경제,금융_재테크",최선희 북한 외무성 부상과 성 김 필리핀 주재 미국대사는 11일 싱가포르 리츠칼튼 호텔에서 실무협상을 했다.
49277,20180611,"경제,증권_증시","경제,금융_재테크","양측은 접촉에서 정상회담 발표문에 들어갈 북한 비핵화 문구의 수위, 미국의 대북 체제안전 보장 방안 등 세부사항을 마지막까지 조율한 것으로 알려졌다."
49354,20180611,"경제,증권_증시","경제,금융_재테크",원안위에 따르면 이날 오후 1시 기준 매트리스 수거 접수는 약 6만3000건이고 이 중 1만1381건의 수거를 끝냈다.
49641,20180611,"경제,증권_증시","경제,금융_재테크",한국거래소는 코스피·코스닥시장의 우량 중형주로 구성된 ‘KRX Mid 200 지수’를 개발해 오는 25일 발표할 예정이라고 밝혔다.
52808,20180613,"사회,장애인","사회,사건_사고","신청업체는 한국장애인개발원 홈페이지(www.koddi.or.kr)에서 사업신청서 양식을 다운로드해 작성하고 사업자등록증 사본, 일반건설업 등록증 사본, 국세?지방세 완납 증명서 등 관련 서류를 구비해 한국장애인개발원 경영지원부로 직접 방문 제출하면 된다."
53124,20180613,"스포츠,야구,메이저리그","스포츠,야구,한국프로야구",지난 9일 휴스턴 애스트로스전 이후 3경기 만에 시즌 12호 홈런을 때려낸 추신수는 아시아 출신 빅리그 선수 최다 홈런 기록을 180개로 늘렸다.
54124,20180612,"국제,아시아","정치,청와대",오도 가도 못하게 된 행인들은 도로변에 설치된 철제 난간에 몸을 기대 북·미 정상의 모터케이드 행렬이 지나가길 기다렸다.
54132,20180612,"국제,아시아","정치,청와대",엄격한 교통 통제는 김 위원장의 행렬이 시야에서 완전히 사라진 뒤에도 다시 10분이 더 지나서야 조금씩 풀렸다.
54661,20180612,"경제,반도체","IT_과학,모바일",이 소재는 10억분의 1m인 나노미터(㎚) 단위의 결정 구조로 구성돼 같은 크기의 단결정 소재보다 강도와 에너지 효율이 높다.
55733,20180614,"IT_과학,콘텐츠","IT_과학,인터넷_SNS","요셉의 채색옷, 애굽인의 다양한 의상, 홍해가 갈라지는 장면 등 마인크래프트의 배경과 캐릭터로 새롭게 만들어진 구약 성경을 흥미진진하게 읽을 수 있다."
57781,20180614,"경제,유통",,"신희진 원장은 국내 최초의 전견종 프로 핸들러로 미국, 캐나다, 중국, 싱가폴, 대만 등 다양한 국가에서 그루밍 세미나 강사 활동을 활발하게 펼쳐왔다."
57783,20180614,"경제,유통",,신 원장은 수준 높은 기술력과 테크닉으로 국내는 물론이고 해외 미용사와 핸들러들 사이에서도 인정받은 국내 최고 수준의 반려견 미용 마스터다.
57797,20180614,"지역,대구","지역,경기",소방당국은 일부 목격자들이 ‘펑’ 소리를 들었다고 진술한 것과 관련해 일회용 부탄가스의 폭발음일 것으로 추정하고 있다.
58007,20180614,"IT_과학,IT_과학일반",,이 시스템이 제대로 정착되면 회의록 작성 시간이 기존 보다 크게 감소하고 회의 결과가 적시에 공개 되어 비용 절감 및 투명성을 제고 할 수 있다.
58555,20180614,"사회,미디어","정치,청와대",이 당선인은 전날 당선 확실 시점에서 가진 각 방송사와 인터뷰에서 곤란한 질문을 받고 답변을 중단하거나 불쾌감을 드러냈다.
58842,20180614,"사회,미디어","국제,국제일반",한서희씨는 지난 9일 인스타그램을 통해 ‘혜화역 시위’ 포스터 사진과 참여를 지지하는 뜻을 밝혀 화제가 모았다.
58942,20180614,"지역,충북","지역,경남","청원구 주중동 일대에 들어서는 밀레니엄타운은 1998년부터 골프장, 컨벤션센터, 해양수산문화체험관 등의 계획이 수립됐지만 번번이 무산, 답보상태에 놓였었다."
58989,20180614,"지역,충북","정치,정치일반",이시종 충북지사 당선자가 14일 충북선거관리위원회에서 열린 당선증 교부식에서 이상주 위원장에게 당선증을 전달 받은 뒤 기념촬영 하고 있다.
59057,20180614,"지역,전북","경제,부동산",포스코건설은 전주시 덕진구 인후동 1가 일대에 ‘전주 인후 더샵’을 내달 초 분양할 예정이라고 14일 밝혔다.
59120,20180614,"IT_과학,과학",,"㈜뉴트리(Newtree)만의 특허 기술로 추출한 판두라틴(핑거루트 추출물) 원료가 주성분으로 포함되어 있어, 체지방 감소 뿐만 아니라 자외선으로부터 피부 건강 유지에 도움을 주는 제품이라 할 수 있다."
59167,20180614,"문화,미술_건축","문화,학술_문화재",수십 년간 다락방에 방치됐던 이 화병은 보존 상태가 매우 양호하며 훼손이 거의 없어 높은 가치를 받은 것으로 알려졌다.
59168,20180614,"문화,미술_건축","문화,학술_문화재",소더비 측에 따르면 화병을 갖고 있던 가족은 조상이 19세기 말 구매한 이 화병을 신발 상자에 넣은 채 다락방에 보관해왔다.
59739,20180613,"IT_과학,콘텐츠","IT_과학,인터넷_SNS",세계 최대 게임쇼 ‘E3 2018’ 관람객이 12일(현지시간) 미국 로스앤젤레스 컨벤션센터 마이크로소프트 엑스박스 전시장에 마련된 삼성 퀀텀닷디스플레이(QLED) TV 체험존에서 75형 QLED TV로 게임을 즐기고 있다.
60863,20180615,"사회,미디어",,청와대 국민청원제도는 청원글이 게시된 후 30일 내 20만명의 추천을 받으면 정부와 청와대 관계자들이 이에 대한 답변을 제시하는 문재인 정부의 소통지향 정책이다.
60875,20180615,"사회,미디어",,"저와 같이 답변을 준비하는 와중에 싱가포르에 출장을 가셨고, 지금 비행기 안에 계셔서 부득이 제가 대신 답변하게 되었습니다."
60876,20180615,"사회,미디어",,"일단 먼저 종편 허가 취소 청원 답변을 드리면서, 저희가 가장 먼저 드리고 싶은 말씀은 이런 겁니다."
60915,20180615,"사회,미디어",,"이것은 독임제가 아닌 합의제 행정기관, 누군가 한사람이 결정하는 게 아니라 여러 위원들이 같이 결정을 하는 방통위에서 결정을 하도록 했습니다."
60916,20180615,"사회,미디어",,이것은 사실 위원들간 긴밀한 논의를 통해서 해당 사안을 그만큼 신중하게 결정하도록 해야 한다는 안전판 같은 그런 구조를 갖추고 있습니다.
60918,20180615,"사회,미디어",,"언론 자유 확대, 언론 자유 보호도 중요하지만 더불어서 사회 정의를 지키는 파수꾼으로서 신뢰받는 언론이 되기를 기대하는 게 이번 청원에서 드러난 국민들의 염원 같습니다."
61136,20180615,"국제,러시아","스포츠,월드컵",전반을 2대 0으로 앞선 러시아는 후반 25분 표도르 스몰로프를 빼고 장신 공격수 아르툠 주바를 투입했다.
62198,20180615,"사회,미디어","정치,정치일반",이 당선인이 선거과정 막바지에 여러 구설에 올랐음을 시사하지만 자신을 향한 비판 여론을 경기도지사로서 어떤 방식으로 수용하고 풀어나갈지에 더 초점이 맞춰진 질문이었다.
62214,20180615,"국제,러시아","국제,유럽_EU",성대했던 2018 러시아월드컵 개막 공연 중 로비 윌리엄스가 카메라를 향해 가운뎃 손가락을 들어 보여 욕설 논란에 휩싸였다.
62226,20180615,"국제,러시아","국제,유럽_EU",지난 3월 영국에서 발생한 이중스파이 세르게이 스크리팔 부녀 독살 미수 사건 때문이라는 분석이 설득력을 얻고 있다.
62228,20180615,"국제,러시아","국제,유럽_EU",영국은 자국 주재의 러시아 외교관 23명을 추방했고 러시아도 보복으로 러시아 주재 영국외교관 23명을 추방한다는 맞불 작전을 펼치며 외교적 충돌을 빚었다.
62958,20180615,"경제,유통","경제,산업_기업","시술 후 4주 정도가 지나면 꺼진 볼륨과 주름이 개선된 점을 느낄 수 있고, 6개월이 지나면 효과가 극대화된다."
63201,20180615,"경제,유통","경제,산업_기업","실제로 아쿠아케어의 경우 피부관리샵에서 사용하는 전문가용 장비와 동일급 스펙의 진공압력(478mmHg)을 구현, 피부 사이의 피지와 노폐물을 흡입하고 천연성분의 아쿠아필링 솔루션이 피부 속 수분 길을 여는 데 도움을 준다."
63202,20180615,"경제,유통","경제,산업_기업","수분 공급 단계에서는 워터갈바닉 기능을 통해 각종 영양성분과 미백, 탄력, 모공축소 효과가 있는 수딩솔루션을 피부 깊숙이 침투, 속부터 차오르듯 빛나는 피부를 가꿀 수 있다."
64297,20180615,"국제,러시아",,이날 사우디아라비아가 잇따라 실점하자 관중석에서 경기를 보고 있던 무함마드 빈 살만 왕세자는 당황한 모습이 역력했다.
64425,20180614,"경제,외환","경제,증권_증시",이날 국내 5년물 국채 금리는 0.005% 오른 반면 10년물 이상 장기 국채 금리는 소폭 하락했다.
64465,20180614,"스포츠,축구",,월드컵 응원복장을 착용한 교보생명 직원들이 14일 서울 광화문광장에서 한국 축구 대표팀의 선전을 기원하는 응원을 하고 있다.
64802,20180614,"사회,환경","지역,경남",이동형 올무는 나무 등에 고정시킨 게 아니라 길이 1m 정도의 절단목에 와이어형 올무를 달아 놓고 야생동물이 올무에 걸린 채 돌아다니다 죽게 만드는 것이다.
64948,20180614,"경제,무역","경제,산업_기업",엘리엇은 삼성물산·제일모직 합병과 관련해 우리 정부가 부당 개입하는 바람에 주주로서 손해를 봤다며 7000억원 넘게 배상하라는 소송을 낸 당사자다.
64952,20180614,"경제,무역","경제,산업_기업","우리 정부는 여러 기관의 조율이 필요한 만큼 엘리엇 측에 국내에서 대면 접촉하자고 제안했지만, 엘리엇은 제3국인 일본에서 보자고 해서 조율이 여의치 않았다."
64954,20180614,"경제,무역","경제,산업_기업",엘리엇은 지난 4월 한국 정부가 삼성물산과 제일모직 합병에 관여하는 바람에 삼성물산 주주로서 6억7000만 달러(7182억원) 손해를 봤다는 내용의 ISD 중재 의향서를 보냈다.
65495,20180616,"국제,중동_아프리카","스포츠,월드컵",이란은 16일 0시(한국시간) 러시아 상트페테르부르크 스타디움에서 열린 2018 러시아월드컵 B조 조별리그 1차전에서 아프리카의 모로코를 1대 0으로 꺾었다.
65498,20180616,"국제,중동_아프리카","스포츠,월드컵",스페인과 포르투갈의 16강에 오를 것으로 전망되는 가운데 이란과 모로코는 16강 진출이라는 이변을 일으키기 위해선 이 경기에서 반드시 이겨야 했다.
65510,20180616,"국제,중동_아프리카","스포츠,월드컵","이란 선수들을 상대로 거친 플레이를 했고, 심판의 눈의 피해 볼 다툼을 하더 쓰러진 이란 선수의 다리를 슬쩍 걷어차기도 했다."
66057,20180616,"스포츠,축구,한국프로축구","스포츠,축구,해외축구",스페인과 포르투갈은 16일 오전 3시(이하 한국시간) 러시아 소치에 위치한 피시트 올림픽 스타디움에서 치열한 혈투 끝에 3대3으로 승부를 가리지 못했다.
66063,20180616,"스포츠,축구,한국프로축구","스포츠,축구,해외축구","스페인은 디에코 코스타를 원톱으로 내세운 4-2-3-1 포메이션으로 나섰고, 이에 포르투갈은 에이스 크리스티아누 호날두와 곤살로 게데스를 앞세운 투톱으로 맞섰다."
66563,20180616,"국제,러시아","정치,북한",푸틴 대통령은 지난달 31일 북한 평양을 방문한 세르게이 라브로프 러시아 외무장관을 통해 김정은 위원장을 러시아로 초청한 바 있다.
66781,20180615,"국제,중남미","정치,외교",재단 이사회는 지난 19년 동안 한 번도 모인 적이 없고 재단 회계책임자는 자신이 이사진에 포함됐다는 사실조차 몰랐다고 검찰은 덧붙였다.
66785,20180615,"국제,중남미","정치,외교",이번 사건은 러시아의 미국 대선 개입에 대한 로버트 뮬러 특검의 수사 등에 가려져 주목받지 못했지만 예상을 넘는 파괴력을 가진 것으로 드러났다.
66792,20180615,"국제,중남미","정치,외교",이에 트럼프 대통령은 대선 승리 직후인 2016년 12월 공직자의 이해충돌 방지 차원에서 재단을 해체하겠다고 밝혔다.
66834,20180615,"국제,러시아","스포츠,월드컵",세계 각국에서 온 축구팬들이 2018 러시아월드컵 개막일인 14일(현지시간) 러시아 상트페테르부르크 네프스키대로 인근에서 열리는 거리응원 ‘국제축구연맹(FIFA) 팬 페스트’에 참가하기 위해 줄지어 서 있다.
66835,20180615,"국제,러시아","스포츠,월드컵",이날 개막을 시작으로 32일간 펼쳐지는 세계 최고의 축구 축제를 즐기기 위해 각국 팬들이 러시아 전역으로 몰려올 예정이다.
66881,20180615,"국제,러시아","스포츠,월드컵",전반 42분 골대 가까이에서 동료의 패스를 받은 그는 침착하게 사우디아라비아 수비수들의 태클을 피한 뒤 달려드는 골키퍼의 빈 공간을 포착해 왼발로 공을 차 2-0을 만들었다.
67290,20180616,"스포츠,축구,한국프로축구","스포츠,월드컵",아르헨티나와 아이슬란드의 ‘2018 러시아 월드컵’ D조 1차전 경기가 16일(이하 한국시간) 밤 10시 러시아 모스크바 스파르타크 스타디움에서 펼쳐졌다.
67306,20180616,"스포츠,축구,한국프로축구","스포츠,월드컵",아이슬란드는 수비적으로 나설 것이란 예측과 달리 경기 초반엔 라인을 올려 전방압박을 하며 아르헨티나 공격에 ‘맞불작전’을 놨다.
67396,20180616,"스포츠,축구,한국프로축구","스포츠,월드컵",아르헨티나가 압도적인 점유율을 가져가는 가운데 아이슬란드는 시구르드손을 중심으로 한 날카로운 역습과 유리한 제공권 싸움으로 맞섰다.
67410,20180616,"스포츠,축구,한국프로축구","스포츠,월드컵","아르헨티나는 후반 19분, 부진한 활약을 이어가던 디마리아를 빼고 또 다른 측면자원인 크리스티안 파본을 투입하며 득점에 대한 의지를 보였다."
67434,20180617,"스포츠,축구,한국프로축구","스포츠,월드컵",아이슬란드는 16일(현지시간) 러시아 모스크바 스파르타크 스타디움에서 열린 2018 러시아 월드컵 D조 조별리그 1차전 아르헨티나와의 경기에서 1-1로 비겼다.
67703,20180617,"스포츠,축구","스포츠,월드컵",크로아티아는 한국시간으로 17일 오전 러시아 칼리닌그라드 스타디움에서 펼쳐진 2018 러시아월드컵 D조 1차전 나이지리아와 경기에서 2-0승리를 거뒀다.
67728,20180617,"국제,중남미","스포츠,축구,해외축구",영국 BBC의 저널리스트 재퀴 오틀리는 마라도나가 16일 러시아 모스크바 스파르타크 스타디움에서 열린 2018 국제축구연맹(FIFA) 러시아월드컵 D조 조별리그 아르헨티나와 아이슬란드의 경기를 앞두고 한국 관중을 향해 눈을 찢는 제스처를 했다고 전했다.
67737,20180617,"국제,중남미","스포츠,축구,해외축구",앞서 콜롬비아 축구선수 에드윈 카르도나가 지난해 11월 수원월드컵 경기장에서 열린 한국과의 친선경기에서 기성용 선수를 향해 이 행동을 했다가 FIFA로부터 징계를 받았다.
67979,20180617,"국제,러시아","국제,중남미",아르헨티나의 리오넬 메시가 16일(현지시간) 러시아 모스크바 스파르타크 스타디움에서 열린 아이슬란드와의 2018 러시아 월드컵 D조 조별리그 1차전에서 경기 도중 아쉬워하고 있다.
68007,20180617,"국제,러시아","국제,중남미",아이슬란드의 골키퍼 하네스 할도르손이 16일(현지시간) 러시아 모스크바 스파르타크 스타디움에서 열린 아르헨티나와의 2018 러시아 월드컵 D조 조별리그 1차전에서 후반 19분 리오넬 메시의 페널티킥을 막아내고 있다.
68039,20180617,"지역,제주","사회,사회일반",예멘 등 난민들이 제주로 몰려들자 법무당국은 국가인권위원회는 같은 날 성명을 내고 예멘 난민 신청자들에 대한 정부의 인권보호 대책 매련을 촉구했다.
68043,20180617,"지역,제주","사회,사회일반",이러한 당국의 인도적인 조치에 반발한 일부 시민들이 난민 수용 거부를 촉구하는 청와대 청원을 계속해서 올리고 있는 것으로 보인다.
68462,20180617,"스포츠,축구,한국프로축구","스포츠,월드컵","이를 위해서는 조별리그를 최소 2위 안으로 통과해야 하고, 같은 조의 크로아티아·나이지리아보다 전력상 열세로 평가되는 아이슬란드를 상대로 승점 3점을 획득해야 했다."
68718,20180617,"스포츠,축구","문화,문화일반",야신은 1963년 한 시즌 27경기 6실점 및 22경기 무실점이라는 경이로운 기록를 세우며 골키퍼로는 전무후무하게 세계 최고 선수에게 주는 발롱도르 트로피를 수상했다.
68736,20180617,"스포츠,축구","문화,문화일반",소련 시절이 결코 장밋빛은 아니었지만 자본주의 도입 등으로 사회 불평등이 심화되자 과거를 미화하는 경향이 있는 것으로 분석된다.
69166,20180617,"사회,환경",,올해 1월까지 인천 서구에 위치한 수도권매립지관리공사 사장을 지낸 후 서구청장에 입성한 이재현 당선인에게 이번 선거에서 1.4%를 득표한 무소속 조경곤 후보가 축하화분을 보낸 사실이 뒤늦게 알려졌다.
69167,20180617,"사회,환경",,수도권에서 배출되는 쓰레기를 안정적으로 매립하는 책임을 지고 있는 공사의 수장이었던 이 당선인은 실타래처럼 꼬인 매립지 종료를 비롯한 여러 현안을 해결해야하는 상황이다.
69172,20180617,"사회,환경",,"어려운 가정형편 탓에 집안의 반대가 있었지만, 광주 살레시오 고등학교로 유학을 간 이후에도 주말과 방학 때는 집에 와 일을 거들어야 했다."
69179,20180617,"사회,환경",,"이 때 자신이 필기한 노트를 보여주면서 다행히 의심이 풀렸고, 이 일이 담당 교수에게 전해지자 수강을 허락받게 됐다."
69180,20180617,"사회,환경",,이 소동이 인연이 돼 이 당선인은 2004년 한양대학교 대학원에서 환경공학 석사(2004년)와 보건학 박사(2008년) 학위를 취득한다.
69186,20180617,"사회,환경",,"이 당선인은 우리나라의 압축 성장 과정에서 초래된 수많은 환경문제를 일선에서 해결하면서 재정기획관, 대기보전국장, 상하수도국장, 기획조정실장(1급)을 거쳤다."
69191,20180617,"사회,환경",,"이 당선인은 2009년 환경부에 있을 때 당시 유엔환경계획 (UNEP) 사무국이 있는 남수단으로 파견, 다큐멘터리 영화 ‘울지마 톤즈’로 알려진 고(故) 이태석 신부와 인연을 맺었다."
69193,20180617,"사회,환경",,인터넷 카페에 올린 글을 모아 책으로 발간해 ‘울지마 톤즈’를 세상에 알린 이 당선인은 지금도 이 신부의 봉사와 희생정신을 잇기 위하여 수단어린이 장학회 등 각종 후원활동을 지원하고 있다.
69197,20180617,"사회,환경",,이 당선인은 공사 직원단합대회에서 직원들끼리 명함을 돌리며 인사를 나누는 모습에 충격을 받고는 소통과 경청의 행보에 주력했다.
69200,20180617,"사회,환경",,이 당선인은 공사 사장 시절 매주 금요일마다 직원들에게 ‘금요아침편지’ 를 쓰는 등 밀착 스킨십으로 소통을 나누기도 했다.
69203,20180617,"사회,환경",,이러한 화합의 성과로 이 당선인은 공사 사장 퇴임 날 역대 사장 중 처음으로 주민대표와 노조로부터 감사패를 받았다.
69206,20180617,"사회,환경",,이 당선인은 후보 등록 이전에 수도권매립지관리공사 사장 출신이자 민주당 환경특별위원장으로서 서구와 인천의 큰 현안인 수도권쓰레기매립지 문제와 관련한 공식적인 입장을 밝히는 것이 도리라 생각된다며 기자회견을 자청했다.
69219,20180617,"사회,환경",,수도권매립지 부지에 청소년이 자신의 꿈을 맘껏 펼칠 수 있는 공간을 마련해 이곳에서 자란 청소년이 미래 지도자가 되도록 지원하고 싶다는 것이다.
69233,20180617,"경제,유통","경제,서비스_쇼핑","실제로 한 구인 사이트에서 진행한 ‘2018 러시아 월드컵’ 설문조사에 따르면 직장인의 66.4%, 취업준비생의 67.7%가 늦은 경기도 관람할 예정이라고 응답했으며, 이들 중 25.7%는 밤을 새서 경기를 관람할 것이라고 답하기도 했다."
69262,20180617,"경제,유통","경제,서비스_쇼핑",소포장으로 인해 프링글스 감자칩의 변함 없는 맛을 혼자서도 남기는 일 없이 한번에 즐길 수 있으며 휴대가 쉬워 간식이나 안주로 간편하게 이용할 수 있다.
69292,20180617,"지역,대전",,"현재까지 신정네거리에서 남부법원을 지나 목동역에 이르는 신월로 및 목동로, 가로공원로, 중앙로, 공항대로 주변의 불법간판 5200여 개의 정비를 모두 완료했다."
69719,20180618,"국제,중남미","문화,학술_문화재",콜롬비아는 5년 전 현지 CCC 간사가 개척 사역을 진행했던 곳인데 최근 2∼3년 사역에 어려움을 겪어왔다.
69951,20180618,"경제,유통","경제,자동차",스포츠유틸리티차량(SUV)과 중·대형 세단에 밀려 고전하던 ‘작은 차’들이 다양한 새 모델 출시로 다시 주목을 받고 있다.
69998,20180618,"경제,자동차","경제,산업_기업",쌍용차가 티볼리 구매자를 대상으로 지난 4월 실시한 설문조사에 따르면 티볼리 구매 고객의 구매요인은 ‘디자인’(78.9%)이 압도적으로 높았다.
70123,20180618,"국제,중동_아프리카","국제,유럽_EU",양민 학살자로 악명 높던 아민은 엔테베 사건 때 어리석은 선택으로 이스라엘에 크게 당한 뒤 2년 만에 권좌에서 축출됐다.
70255,20180618,"경제,반도체","경제,산업_기업","중국의 맹렬한 추격, 과당경쟁에 따른 가격 하락이 본격화되면 반도체산업에 기댄 한국 경제의 회복세는 거품처럼 사라질 수 있다는 지적이 나온다."
70948,20180618,"국제,중남미","국제,미국_북미",한국은 독일이 3승을 거두고 나머지 3개 팀이 남은 티켓 1장을 놓고 경쟁하는 구도를 상정해 16강 진출 시나리오를 세웠다.
70954,20180618,"국제,중남미","국제,미국_북미",한국에게 최선의 시나리오는 일단 스웨덴를 꺾은 뒤 멕시코전에서 이기거나 비기는 경기를 하고 3차전에서 독일을 잡는 것이다.
71008,20180618,"지역,제주","사회,사회일반",제주도 예멘 난민 문제는 최근 여러 온라인 커뮤니티 회원들이 수용 여부를 놓고 갑론을박을 벌이면서 인터넷상의 뜨거운 이슈로 급부상했다.
71013,20180618,"지역,제주","사회,사회일반","이 관계자는 청원 내용 중 문제가 된 부분을 구체적으로 언급하지 않았으나, ‘이슬람은 여자를 사람으로 보지 않고 애 낳는 도구로만 생각한다’라는 문구가 규정을 위반한 것으로 네티즌은 추측하고 있다."
71179,20180618,"지역,대전","사회,사건_사고",이날 불로 입주민 이모(22)씨 등 2명이 다치고 주민 15명이 연기를 마셔 인근 병원으로 이송돼 치료 중이다.
71632,20180618,"경제,경제일반",,㈜행복한제작소는 지난 6월14일(목) 공영홈쇼핑에서 첫 선을 보였던 해피한 멀티스팀 청소기 런칭 방송에서 기대했던 것 보다 높은 성공을 거두었다.
71969,20180618,"사회,장애인",,"성동구 이외에도 금천구, 중랑구, 중구 등 서울 각지와 광명·성남·용인·포항·익산시 등 여러 도시에서 동일 사업이 운영되고 있다."
72023,20180618,"국제,러시아","문화,방송_연예","지난 15일 A조 러시아-사우디 아라비아 개막전 중계 시청률은 KBS가 3.3%를 기록하며 MBC와 SBS를 각각 0.4%P, 0.6%P 앞섰다."
72786,20180618,"경제,무역","경제,국제경제",이날 정부 관계부처 합동대표단이 미국 정부 대표단과 미국의 대(對)이란 제재 복원 대응 관련 한-미 제1차 협의를 가졌다.
72790,20180618,"경제,무역","경제,국제경제","협의 후 미국 대표단은 산업통상자원부 통상차관보와 기획재정부 국제금융국장을 면담하고 금융기관, 정유사 및 경제단체 관계자와도 간담회를 했다."
72791,20180618,"경제,무역","경제,국제경제","외교부는 국내 관계부처 간 입장을 조율하고 미국과 협의 계획을 수립하기 위해 내부 TF를 운영 중이며, 기획재정부·산업통상자원부·국토교통부·해양수산부가 참석하는 관계부처 대책회의도 두 차례 열었다."
73067,20180617,"스포츠,축구,한국프로축구","스포츠,월드컵",이란이 어려운 환경에서 헝그리 정신으로 똘똘 뭉쳐 조별리그 1차전에서 승리를 거둔 것은 최고의 지원을 받고 있지만 부진했던 한국 축구에 많은 것을 생각하게 합니다.
73210,20180617,"경제,무역","경제,국제경제",앞서 지난 4월 무역협회는 미·중 양국 간 무역전쟁이 격화될 경우 최대 367억 달러(약 39조원)의 피해를 볼 것이라는 분석을 내놨다.
73219,20180617,"경제,무역","경제,국제경제","전기장비가 109.2억 달러로 가장 큰 수출 감소를 보일 것으로 예상됐고 IT(56.0억 달러), 유화(35.2억 달러)가 뒤를 이었다."
73257,20180617,"국제,러시아","국제,아시아",타스통신은 모스크바 붉은광장 부근 일리인카 거리에서 택시가 인파 속으로 돌진해 현지인 8명이 다쳤다고 이날 보도했다.
73261,20180617,"국제,러시아","국제,아시아",영문 일간 모스크바타임스는 월드컵 기간 러시아 입국이 간편해진 것을 기회 삼아 밀입국업자들이 성매매 여성들을 들여보내려 하고 있다고 보도했다.
73453,20180617,"지역,경북",,수시로 학생들에게 담배나 도시락을 사오라고 했고 만약에 이를 거부하면 수업 중에 폭언을 하는 등 집요하게 괴롭혔다는 주장도 나왔다.
73482,20180617,"지역,충북","지역,전북",이번 선거에서 김승수 시장이 재선에 성공하면서 전주시는 24년간 공무원 출신만이 시정을 이끄는 특별한 지역이 됐다.
73501,20180617,"지역,울산","사회,사회일반",울산시는 19일부터 오는 27일까지 태화강 그랜드 관광벨트 개발사업의 일환으로 태화강에서 제트보트(사진)를 시범 운행한다고 17일 밝혔다.
73507,20180617,"지역,울산","사회,사회일반","제트보트의 출발지와 도착지는 남구 태화교 하부에 조성되어 있는 선착장이며, 차량은 태화강 태화교 하부 내 조성된 공용주차장을 이용하면 된다."
73513,20180617,"IT_과학,모바일","경제,경제일반","스마트폰 시장은 출시 초기에 두 자릿수 성장을 이어왔지만 2016년 성장률 1.8%, 2017년 1.2%를 기록하는 등 최근 정체에 빠졌다."
74638,20180619,"스포츠,축구,한국프로축구","스포츠,월드컵","신 감독은 장신 공격수 김신욱이 제공권을 책임지고, 손흥민과 황희찬이 돌파로 스웨덴의 수비를 무너뜨리면 이길 수 있다는 계산이었을 것이다."
75030,20180619,"국제,중남미","스포츠,월드컵",일본은 바히드 할릴호지치 감독이 지난 4월 사퇴하고 니시노 아키라 일본축구협회 기술위원장이 사령탑에 오른 뒤 팀의 재정비에 힘쓰고 있다.
75035,20180619,"국제,중남미","스포츠,월드컵","혼다 게이스케, 가가와 신지와 함께 일본의 ‘빅3’로 불리는 주력 공격수 오카자키 신지가 파라과이전에서 오른쪽 종아리 부상을 당했기 때문이다."
75037,20180619,"국제,중남미","스포츠,월드컵",오카자키가 출장이 어려울 경우 아사노 다쿠마가 빈자리를 메울 가능성이 높지만 A매치 116경기에서 50골을 넣은 오카자키의 존재감에는 미치지 못한다는 평가다.
75039,20180619,"국제,중남미","스포츠,월드컵",콜롬비아는 브라질월드컵에서 6골을 쏟아 부으며 득점왕에 오른 에이스 하메스 로드리게스가 최근 종아리 근육 통증을 겪어 긴장했지만 다행히 경미한 부상으로 밝혀져 안도의 한숨을 내쉬었다.
75042,20180619,"국제,중남미","스포츠,월드컵",최근 프랑스 리그앙에서 전성기 시절의 활약을 펼치고 있는 공격수 라다멜 팔카오와 최상의 스피드를 자랑하는 후안 콰드라도가 언제든 상대 수비진을 휘저을 준비가 돼 있다.
75043,20180619,"국제,중남미","스포츠,월드컵",여기에 베테랑 미드필더 카를로스 산체스가 중원에서 팀을 조율하고 젊은 센터백 다빈손 산체스가 탄탄하게 뒷문을 걸어 잠근다.
75044,20180619,"국제,중남미","스포츠,월드컵",이번 월드컵에서 남미팀은 우루과이를 제외하고 아직 승리를 거두지 못하는 등 예상 외의 부진을 보이고 있다.
75628,20180619,"스포츠,축구,한국프로축구","스포츠,축구,해외축구","아자르가 중앙과 측면을 오가며 파나마 수비를 흔들었고, 데 브라위너는 날카로운 프리킥으로 파나마 간담을 서늘하게 했다."
